                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.64727,                 2.0263,                 1.1528,                0.59932,                0.77452,                0.81597,                0.73514,                0.49981,                 2.0126,                 1.0458,             0.00030827,             0.00030827,             0.00030827
                     17,                0.59752,                 1.8869,                 1.0984,                0.73106,                0.69784,                0.81221,                0.73261,                 0.4889,                  1.986,                 1.0704,             0.00030663,             0.00030663,             0.00030663
                     18,                   0.59,                 1.8155,                 1.0978,                0.72379,                0.71819,                0.84081,                0.75746,                0.47929,                 2.0223,                 1.0477,             0.00030498,             0.00030498,             0.00030498
                     19,                0.60816,                 1.7544,                 1.1211,                0.69241,                0.75457,                0.83387,                0.76298,                0.48791,                 1.9069,                  1.039,             0.00030333,             0.00030333,             0.00030333
                     20,                0.61993,                 1.7311,                  1.125,                0.78988,                0.72518,                 0.8661,                0.78178,                0.49343,                 1.8323,                 1.0523,             0.00030168,             0.00030168,             0.00030168
                     21,                0.59698,                 1.6938,                 1.1075,                0.81582,                0.75636,                0.86922,                0.78215,                0.47705,                 1.7348,                 1.0376,             0.00030003,             0.00030003,             0.00030003
                     22,                0.59486,                 1.7011,                 1.0967,                0.75168,                 0.7068,                0.83713,                0.76551,                0.45175,                 1.7574,                 1.0068,             0.00029838,             0.00029838,             0.00029838
                     23,                0.59538,                 1.6989,                 1.1174,                0.81121,                0.75182,                0.86066,                0.77964,                0.44979,                 1.6993,                 1.0041,             0.00029674,             0.00029674,             0.00029674
                     24,                0.58552,                 1.6261,                 1.1041,                0.69225,                0.81501,                0.86274,                0.79207,                0.46527,                 1.6069,                  1.026,             0.00029509,             0.00029509,             0.00029509
                     25,                0.56542,                 1.5171,                 1.0876,                0.79217,                0.81409,                0.88595,                0.80903,                0.47702,                 1.5776,                 1.0314,             0.00029344,             0.00029344,             0.00029344
                     26,                0.56324,                  1.481,                  1.075,                0.81118,                0.82709,                0.89512,                0.82331,                0.45366,                 1.4883,                 1.0239,             0.00029179,             0.00029179,             0.00029179
                     27,                0.55327,                    1.5,                 1.0667,                0.77935,                0.84774,                0.89214,                 0.7901,                0.50181,                 1.5562,                 1.0564,             0.00029014,             0.00029014,             0.00029014
                     28,                0.55562,                 1.4364,                 1.0635,                0.82949,                0.79209,                 0.9096,                0.83703,                0.43618,                  1.474,                 1.0009,             0.00028849,             0.00028849,             0.00028849
                     29,                0.54027,                 1.4142,                 1.0675,                0.84368,                0.82197,                0.89681,                0.82343,                0.46994,                 1.4311,                 1.0337,             0.00028685,             0.00028685,             0.00028685
                     30,                0.56737,                 1.4266,                  1.068,                0.84025,                0.88334,                0.92573,                0.84942,                0.44638,                 1.4148,                 1.0186,              0.0002852,              0.0002852,              0.0002852
                     31,                0.55256,                 1.3546,                 1.0748,                0.84512,                 0.7721,                0.90749,                0.82584,                0.45743,                 1.4695,                   1.03,             0.00028355,             0.00028355,             0.00028355
                     32,                0.55903,                 1.3742,                 1.0856,                0.71641,                0.86856,                0.90241,                0.81988,                0.47378,                 1.4847,                  1.015,              0.0002819,              0.0002819,              0.0002819
                     33,                 0.5533,                 1.3222,                 1.0706,                0.84884,                0.82214,                0.90264,                0.82932,                0.46661,                  1.451,                 1.0369,             0.00028025,             0.00028025,             0.00028025
                     34,                0.53217,                 1.2954,                 1.0588,                0.83963,                0.80305,                0.91278,                0.84257,                0.42395,                 1.4116,                0.99668,              0.0002786,              0.0002786,              0.0002786
                     35,                 0.5536,                 1.3208,                 1.0793,                0.82549,                0.77277,                 0.8932,                0.81104,                0.47361,                 1.4496,                 1.0462,             0.00027696,             0.00027696,             0.00027696
                     36,                0.51572,                 1.2214,                 1.0575,                0.77553,                0.85398,                0.90846,                0.83332,                0.45438,                 1.3808,                 1.0124,             0.00027531,             0.00027531,             0.00027531
                     37,                0.54046,                 1.2406,                 1.0604,                0.87559,                0.87305,                0.94359,                0.87211,                0.42211,                 1.2149,                0.99038,             0.00027366,             0.00027366,             0.00027366
                     38,                 0.5674,                 1.2924,                 1.0718,                0.85744,                0.85744,                0.91875,                0.84288,                  0.452,                 1.2673,                 1.0117,             0.00027201,             0.00027201,             0.00027201
                     39,                0.53413,                 1.1911,                 1.0516,                0.89207,                0.81524,                0.91624,                 0.8514,                0.42223,                 1.2558,                0.98939,             0.00027036,             0.00027036,             0.00027036
                     40,                0.53361,                 1.1748,                 1.0572,                0.90782,                0.80382,                0.91956,                0.85043,                0.42586,                 1.2625,                0.98061,             0.00026871,             0.00026871,             0.00026871
                     41,                0.53804,                 1.2285,                  1.059,                0.88097,                0.86439,                0.92894,                0.85662,                0.44338,                 1.1998,                0.99722,             0.00026707,             0.00026707,             0.00026707
                     42,                0.48739,                 1.1509,                 1.0269,                0.85642,                 0.8563,                0.93585,                0.86234,                0.42208,                 1.1845,                0.97716,             0.00026542,             0.00026542,             0.00026542
                     43,                0.53476,                 1.1959,                 1.0654,                0.87574,                0.79016,                0.91896,                0.84566,                0.40857,                 1.1688,                0.96767,             0.00026377,             0.00026377,             0.00026377
                     44,                0.51104,                 1.1204,                 1.0549,                 0.8666,                0.82748,                0.89864,                0.82116,                0.45635,                 1.2176,                 1.0147,             0.00026212,             0.00026212,             0.00026212
                     45,                0.54176,                 1.1878,                 1.0694,                0.87163,                0.81863,                0.91605,                0.84224,                0.43483,                 1.1528,                0.99606,             0.00026047,             0.00026047,             0.00026047
                     46,                 0.4852,                 1.0676,                 1.0199,                0.89018,                0.82791,                0.92102,                0.85284,                0.42687,                  1.107,                0.98857,             0.00025882,             0.00025882,             0.00025882
                     47,                 0.5218,                  1.094,                 1.0406,                0.89856,                0.83501,                 0.9129,                0.84514,                0.43331,                 1.1103,                      1,             0.00025718,             0.00025718,             0.00025718
                     48,                0.49727,                 1.0684,                 1.0342,                0.85929,                 0.9029,                0.93496,                0.86623,                0.41683,                 1.1287,                0.99319,             0.00025553,             0.00025553,             0.00025553
                     49,                0.52117,                 1.0843,                 1.0571,                0.90361,                0.86248,                0.93175,                0.85864,                0.43425,                 1.0592,                 0.9994,             0.00025388,             0.00025388,             0.00025388
                     50,                0.51075,                  1.053,                 1.0442,                0.91451,                0.85021,                0.94606,                0.87487,                0.44441,                 1.0572,                0.99105,             0.00025223,             0.00025223,             0.00025223
                     51,                0.49109,                 1.0283,                 1.0325,                0.89248,                 0.8273,                0.93731,                 0.8726,                0.42829,                 1.0539,                0.98385,             0.00025058,             0.00025058,             0.00025058
                     52,                0.48952,                0.98051,                 1.0376,                0.81164,                0.83611,                0.92375,                0.83881,                 0.4396,                 1.1473,                0.99802,             0.00024893,             0.00024893,             0.00024893
                     53,                0.50735,                0.99015,                 1.0401,                0.90068,                0.83812,                0.93961,                0.87002,                0.44234,                  1.064,                 1.0071,             0.00024729,             0.00024729,             0.00024729
                     54,                0.51913,                0.96763,                 1.0514,                0.91033,                0.85687,                0.93538,                0.86657,                0.43078,                 1.0391,                0.99188,             0.00024564,             0.00024564,             0.00024564
                     55,                0.50382,                0.97931,                 1.0386,                0.89268,                0.84886,                0.93555,                0.86983,                0.41857,                 1.0346,                0.97891,             0.00024399,             0.00024399,             0.00024399
                     56,                0.51884,                0.98849,                 1.0445,                0.88049,                 0.8281,                0.92483,                0.85001,                0.43567,                 1.0912,                0.98876,             0.00024234,             0.00024234,             0.00024234
                     57,                0.49847,                0.94717,                 1.0257,                0.90979,                0.87221,                0.94842,                 0.8746,                0.41777,                 1.0044,                0.98335,             0.00024069,             0.00024069,             0.00024069
                     58,                0.50554,                0.98049,                  1.042,                0.80919,                0.85937,                0.94542,                0.87125,                0.43415,                 1.0644,                 1.0016,             0.00023904,             0.00023904,             0.00023904
                     59,                0.48805,                0.96947,                 1.0298,                0.89378,                0.80372,                0.92201,                0.85891,                0.40579,                  1.062,                0.96584,              0.0002374,              0.0002374,              0.0002374
                     60,                0.46922,                0.91419,                 1.0153,                0.85786,                0.88143,                0.94659,                0.87567,                0.41515,                0.98369,                0.96698,             0.00023575,             0.00023575,             0.00023575
                     61,                0.50277,                0.95482,                 1.0277,                0.89201,                0.85073,                0.93546,                0.85803,                0.42476,                0.98546,                0.97755,              0.0002341,              0.0002341,              0.0002341
                     62,                0.46342,                0.92718,                 1.0054,                0.89637,                0.87277,                0.94289,                0.85886,                0.45728,                0.98523,                 1.0133,             0.00023245,             0.00023245,             0.00023245
                     63,                0.50879,                0.99134,                 1.0383,                0.91787,                0.81781,                0.94087,                0.87785,                0.42651,                0.97599,                0.98458,              0.0002308,              0.0002308,              0.0002308
                     64,                0.51425,                0.95157,                 1.0337,                0.90859,                0.86647,                0.95171,                0.87546,                0.44173,                0.90345,                 1.0004,             0.00022915,             0.00022915,             0.00022915
                     65,                0.48903,                0.91706,                 1.0392,                  0.903,                0.85608,                0.94601,                0.87634,                0.43536,                 0.9654,                0.99785,             0.00022751,             0.00022751,             0.00022751
                     66,                0.47342,                0.89316,                 1.0184,                0.92463,                0.83358,                0.93928,                0.86339,                0.42688,                0.92842,                0.98752,             0.00022586,             0.00022586,             0.00022586
                     67,                0.46859,                0.86031,                 1.0158,                0.88335,                0.85229,                0.93709,                0.87183,                0.40438,                0.92645,                0.96904,             0.00022421,             0.00022421,             0.00022421
                     68,                0.46188,                0.91188,                  1.017,                0.87171,                0.90551,                0.95513,                0.88443,                0.42294,                0.89074,                0.99062,             0.00022256,             0.00022256,             0.00022256
                     69,                0.47739,                0.88312,                 1.0177,                0.90639,                0.82425,                0.94198,                0.87739,                0.41686,                0.92641,                0.98422,             0.00022091,             0.00022091,             0.00022091
                     70,                0.47729,                0.89508,                  1.025,                0.86606,                0.87726,                0.93829,                0.87889,                  0.396,                0.84859,                 0.9554,             0.00021926,             0.00021926,             0.00021926
                     71,                0.46581,                0.85527,                 1.0177,                0.87929,                0.85247,                0.93844,                0.87241,                0.41737,                0.94824,                0.98375,             0.00021762,             0.00021762,             0.00021762
                     72,                0.47645,                0.84394,                 1.0124,                0.90111,                0.88268,                0.94713,                0.88862,                0.41598,                0.83108,                0.98572,             0.00021597,             0.00021597,             0.00021597
                     73,                0.46781,                0.84786,                 1.0108,                0.87733,                0.86427,                0.94715,                0.87383,                0.43104,                0.90392,                 1.0001,             0.00021432,             0.00021432,             0.00021432
                     74,                0.45481,                0.81081,                  1.013,                0.92901,                0.85114,                0.94402,                0.89203,                 0.4058,                 0.8429,                0.97737,             0.00021267,             0.00021267,             0.00021267
                     75,                0.47109,                 0.8256,                 1.0161,                0.89851,                0.85027,                0.94063,                0.87585,                0.40261,                0.91907,                 0.9704,             0.00021102,             0.00021102,             0.00021102
                     76,                0.45162,                0.81772,                 1.0064,                0.90001,                0.87544,                0.94369,                0.87246,                0.41565,                0.86447,                0.98503,             0.00020937,             0.00020937,             0.00020937
                     77,                0.46581,                0.80606,                 1.0118,                0.88088,                 0.8764,                0.94199,                0.86006,                0.45223,                 0.8921,                 1.0151,             0.00020773,             0.00020773,             0.00020773
                     78,                0.47923,                0.83183,                 1.0092,                0.91398,                0.90747,                0.94853,                 0.8786,                0.41275,                0.78964,                0.97807,             0.00020608,             0.00020608,             0.00020608
                     79,                0.46098,                0.79102,                 1.0156,                0.92572,                0.87845,                0.95102,                0.88478,                 0.3931,                0.82928,                0.96077,             0.00020443,             0.00020443,             0.00020443
                     80,                0.47745,                0.80354,                 1.0252,                0.89926,                0.88937,                0.94503,                0.87994,                0.41557,                 0.8368,                0.97468,             0.00020278,             0.00020278,             0.00020278
                     81,                0.44097,                0.76898,                 1.0031,                0.87283,                0.89139,                0.93214,                0.86642,                0.38646,                0.88927,                0.95258,             0.00020113,             0.00020113,             0.00020113
                     82,                0.45877,                0.79132,                 1.0001,                0.89916,                0.85462,                0.94055,                0.87809,                0.40055,                0.90072,                0.95817,             0.00019948,             0.00019948,             0.00019948
                     83,                0.44859,                0.78762,                0.99402,                0.88155,                0.86151,                0.93817,                0.87256,                0.40615,                0.89713,                0.96294,             0.00019784,             0.00019784,             0.00019784
                     84,                0.43298,                0.75391,                 0.9901,                0.89353,                0.87953,                0.93231,                0.85492,                0.42324,                0.81542,                0.97701,             0.00019619,             0.00019619,             0.00019619
                     85,                0.44302,                0.73248,                 1.0064,                0.87447,                0.90229,                0.94282,                0.87213,                0.41107,                0.81137,                0.96855,             0.00019454,             0.00019454,             0.00019454
                     86,                0.45517,                0.78591,                 1.0139,                0.86824,                0.86966,                0.93676,                0.87565,                 0.4013,                0.85831,                0.97659,             0.00019289,             0.00019289,             0.00019289
                     87,                0.45367,                0.76491,                0.99985,                0.90364,                 0.8726,                0.94097,                0.87167,                0.40121,                0.80383,                 0.9796,             0.00019124,             0.00019124,             0.00019124
                     88,                0.42184,                0.73532,                0.98761,                0.90057,                0.85549,                0.93917,                0.87366,                0.41398,                0.84589,                0.99512,             0.00018959,             0.00018959,             0.00018959
                     89,                0.43774,                0.76864,                0.99828,                0.85198,                0.87835,                0.93146,                0.86476,                0.41872,                0.85814,                0.99039,             0.00018795,             0.00018795,             0.00018795
                     90,                0.43235,                0.72408,                0.99246,                 0.8896,                0.85512,                0.93801,                0.87051,                0.41308,                0.84885,                0.97593,              0.0001863,              0.0001863,              0.0001863
                     91,                0.43403,                0.74209,                0.99645,                0.90258,                0.85035,                0.93825,                0.87243,                0.40459,                0.92069,                0.95959,             0.00018465,             0.00018465,             0.00018465
                     92,                0.43264,                0.75249,                0.99649,                0.93538,                0.86132,                0.93873,                0.87142,                0.41187,                0.77323,                0.98531,               0.000183,               0.000183,               0.000183
                     93,                0.44171,                0.73383,                 1.0033,                0.90294,                0.87327,                 0.9497,                0.88574,                0.40418,                0.83984,                0.97325,             0.00018135,             0.00018135,             0.00018135
                     94,                0.42128,                0.70749,                0.99411,                0.89142,                0.86144,                0.93315,                0.87452,                0.40205,                0.82815,                0.97352,              0.0001797,              0.0001797,              0.0001797
                     95,                0.42995,                0.74446,                0.99647,                0.90893,                0.86609,                0.93543,                0.87493,                0.39806,                0.78788,                0.96921,             0.00017806,             0.00017806,             0.00017806
                     96,                0.41489,                0.68096,                0.98678,                0.89762,                0.87344,                0.93843,                0.87397,                0.38674,                0.79348,                0.95918,             0.00017641,             0.00017641,             0.00017641
                     97,                0.42206,                0.70264,                0.99042,                0.90631,                0.87945,                0.94191,                0.87754,                0.38852,                 0.7395,                 0.9729,             0.00017476,             0.00017476,             0.00017476
                     98,                0.43953,                 0.7144,                 1.0162,                0.88961,                0.87268,                0.93487,                0.87131,                0.39244,                0.78454,                0.96184,             0.00017311,             0.00017311,             0.00017311
                     99,                0.43253,                 0.7238,                0.99973,                0.92473,                0.87331,                0.94169,                0.87977,                0.37771,                 0.7256,                0.94424,             0.00017146,             0.00017146,             0.00017146
                    100,                 0.4266,                0.70653,                0.98132,                0.91077,                0.89976,                0.95024,                0.88174,                0.38556,                0.68658,                0.95124,             0.00016981,             0.00016981,             0.00016981
                    101,                0.41881,                0.66613,                0.97778,                0.89345,                0.88501,                0.94812,                  0.884,                0.39559,                0.75248,                0.96187,             0.00016817,             0.00016817,             0.00016817
                    102,                 0.4316,                 0.7031,                 1.0051,                0.87435,                0.91112,                0.94954,                0.88434,                0.40588,                0.71793,                0.97754,             0.00016652,             0.00016652,             0.00016652
                    103,                0.43602,                0.69358,                 1.0083,                0.87124,                 0.9023,                0.94743,                0.87129,                0.41017,                0.75267,                0.97982,             0.00016487,             0.00016487,             0.00016487
                    104,                0.43505,                0.69215,                0.99225,                0.89461,                0.86732,                0.93828,                 0.8741,                0.39461,                0.77026,                0.96866,             0.00016322,             0.00016322,             0.00016322
                    105,                0.43897,                0.66258,                0.98842,                0.90911,                0.85133,                 0.9437,                0.88233,                0.38905,                0.76966,                0.96745,             0.00016157,             0.00016157,             0.00016157
                    106,                0.41644,                0.69127,                0.98303,                0.85249,                0.87675,                0.94271,                0.87585,                0.40217,                0.75476,                0.98049,             0.00015992,             0.00015992,             0.00015992
                    107,                0.41624,                0.66601,                0.98302,                 0.8687,                0.88205,                0.93789,                0.87819,                0.39863,                0.72629,                0.96442,             0.00015827,             0.00015827,             0.00015827
                    108,                0.40665,                 0.6179,                0.98276,                0.92261,                0.87227,                0.94651,                0.88715,                0.39979,                0.70106,                0.96585,             0.00015663,             0.00015663,             0.00015663
                    109,                0.40026,                0.62943,                0.97632,                0.92916,                0.86467,                0.94273,                0.87866,                0.39333,                 0.7091,                0.95759,             0.00015498,             0.00015498,             0.00015498
                    110,                0.41076,                 0.6481,                0.99302,                0.93886,                0.84579,                0.94219,                 0.8806,                0.40171,                0.72537,                0.97528,             0.00015333,             0.00015333,             0.00015333
                    111,                0.43201,                0.66991,                0.99845,                0.92726,                0.85993,                0.95243,                0.88897,                0.39684,                0.71934,                0.96615,             0.00015168,             0.00015168,             0.00015168
                    112,                0.40458,                0.62218,                0.96315,                0.87873,                 0.8851,                0.93788,                0.87974,                 0.3734,                0.70411,                0.94623,             0.00015003,             0.00015003,             0.00015003
                    113,                0.42917,                0.63866,                0.98575,                0.91806,                0.89921,                0.95405,                 0.8997,                0.37175,                0.64745,                0.93658,             0.00014838,             0.00014838,             0.00014838
                    114,                0.42078,                0.68468,                 0.9982,                0.89815,                 0.8955,                0.95062,                0.89845,                0.38376,                0.66107,                 0.9465,             0.00014674,             0.00014674,             0.00014674
                    115,                0.38745,                0.60317,                0.95892,                0.90006,                0.86012,                0.94597,                0.88877,                0.38625,                0.72638,                0.95945,             0.00014509,             0.00014509,             0.00014509
                    116,                 0.3863,                0.60844,                0.97019,                0.90375,                 0.8967,                0.94803,                0.88805,                0.37949,                0.69782,                0.95717,             0.00014344,             0.00014344,             0.00014344
                    117,                0.38502,                0.60741,                0.98045,                0.93608,                0.87941,                0.95105,                0.89538,                0.38101,                 0.6697,                0.95339,             0.00014179,             0.00014179,             0.00014179
                    118,                0.38492,                0.60842,                0.96014,                0.86368,                0.90989,                0.94779,                0.88483,                0.38591,                0.70103,                0.96573,             0.00014014,             0.00014014,             0.00014014
                    119,                0.39418,                0.62087,                0.98452,                0.92295,                0.88405,                0.95253,                0.89947,                0.36702,                0.64132,                 0.9448,             0.00013849,             0.00013849,             0.00013849
                    120,                0.39803,                0.59876,                0.98275,                 0.9197,                0.88219,                0.95092,                0.89479,                 0.3728,                0.66823,                0.94564,             0.00013685,             0.00013685,             0.00013685
                    121,                 0.4397,                 0.6393,                0.99788,                0.93249,                0.87742,                0.95136,                0.89008,                 0.3859,                0.66032,                0.95445,              0.0001352,              0.0001352,              0.0001352
                    122,                0.41256,                0.62383,                0.99349,                0.91721,                0.88572,                0.95221,                0.89624,                 0.3777,                 0.6609,                0.95224,             0.00013355,             0.00013355,             0.00013355
                    123,                0.41595,                0.63638,                0.98473,                0.93872,                0.85162,                0.94479,                0.89054,                0.37455,                0.67496,                0.95517,              0.0001319,              0.0001319,              0.0001319
                    124,                0.37581,                0.57466,                0.95227,                0.93875,                0.85816,                0.94758,                0.89183,                0.37412,                0.65504,                  0.951,             0.00013025,             0.00013025,             0.00013025
                    125,                0.40736,                0.61423,                0.98633,                0.92235,                0.87767,                0.95454,                0.90229,                0.36752,                0.65418,                0.93717,              0.0001286,              0.0001286,              0.0001286
                    126,                0.40924,                0.59786,                0.97647,                0.91753,                0.90228,                0.96206,                0.90512,                0.37447,                0.61971,                0.93666,             0.00012696,             0.00012696,             0.00012696
                    127,                0.38136,                0.58002,                0.97475,                0.92544,                 0.8883,                0.96003,                0.90153,                0.36278,                0.64971,                0.92765,             0.00012531,             0.00012531,             0.00012531
                    128,                 0.3979,                0.60851,                0.97568,                0.94444,                0.88367,                 0.9472,                0.88554,                0.36833,                0.63738,                0.93585,             0.00012366,             0.00012366,             0.00012366
                    129,                0.38175,                0.59906,                0.96781,                0.92913,                0.89449,                 0.9539,                0.89256,                0.37671,                0.63725,                0.95598,             0.00012201,             0.00012201,             0.00012201
                    130,                 0.3842,                0.58777,                0.97569,                0.89423,                 0.8846,                0.95388,                0.89782,                0.38113,                0.67058,                0.96954,             0.00012036,             0.00012036,             0.00012036
                    131,                0.35781,                0.53675,                0.94873,                0.92023,                0.83477,                0.94476,                 0.8856,                0.38623,                0.70759,                 0.9716,             0.00011871,             0.00011871,             0.00011871
                    132,                 0.3737,                0.53313,                0.95839,                0.92189,                0.87407,                0.95278,                0.89514,                0.38837,                0.66549,                0.96928,             0.00011707,             0.00011707,             0.00011707
                    133,                0.40318,                0.60124,                0.99156,                0.92782,                0.86878,                0.95773,                0.90183,                0.37045,                0.64833,                0.93892,             0.00011542,             0.00011542,             0.00011542
                    134,                0.38713,                0.57343,                0.96881,                0.91922,                0.86557,                0.94629,                0.89006,                0.38024,                 0.7089,                0.94382,             0.00011377,             0.00011377,             0.00011377
                    135,                0.38907,                0.55588,                0.97062,                0.92635,                0.88191,                0.95029,                0.88763,                0.38971,                0.64737,                0.95738,             0.00011212,             0.00011212,             0.00011212
                    136,                0.36048,                0.52554,                0.95046,                0.93231,                 0.8749,                0.95541,                0.89603,                0.37612,                0.65604,                0.95239,             0.00011047,             0.00011047,             0.00011047
                    137,                0.36433,                0.54912,                 0.9531,                0.92839,                0.87819,                0.94952,                0.89521,                0.37333,                0.66479,                0.95957,             0.00010882,             0.00010882,             0.00010882
                    138,                0.39574,                0.58682,                0.98651,                0.93139,                0.87723,                0.94787,                0.88557,                0.37763,                0.66246,                0.96785,             0.00010718,             0.00010718,             0.00010718
                    139,                0.38177,                0.58561,                0.96532,                0.93485,                0.87662,                0.95347,                0.89926,                0.38063,                0.62843,                0.96319,             0.00010553,             0.00010553,             0.00010553
                    140,                0.37193,                0.55623,                0.96072,                0.93546,                0.86978,                0.95335,                0.90202,                0.37618,                0.63333,                0.95257,             0.00010388,             0.00010388,             0.00010388
                    141,                0.38954,                0.55278,                0.96997,                0.91659,                 0.8912,                 0.9541,                0.89246,                0.39624,                0.62967,                0.96413,             0.00010223,             0.00010223,             0.00010223
                    142,                0.39132,                0.55847,                 0.9767,                0.93543,                0.86738,                 0.9501,                0.89227,                0.38282,                0.62743,                0.96231,             0.00010058,             0.00010058,             0.00010058
                    143,                0.39166,                0.53991,                0.97093,                0.94558,                0.86676,                0.94689,                 0.8864,                0.39037,                0.65604,                0.97103,             9.8934e-05,             9.8934e-05,             9.8934e-05
                    144,                0.39061,                0.55494,                0.97552,                0.94403,                0.87239,                 0.9442,                0.87984,                0.39222,                0.63331,                0.96946,             9.7286e-05,             9.7286e-05,             9.7286e-05
                    145,                0.36732,                0.51458,                0.94876,                 0.9446,                0.86615,                0.94502,                0.88555,                0.37542,                0.61778,                0.95422,             9.5638e-05,             9.5638e-05,             9.5638e-05
                    146,                 0.3735,                0.52559,                0.96121,                0.93114,                0.87794,                0.95238,                0.89102,                0.37756,                0.62169,                0.95914,             9.3989e-05,             9.3989e-05,             9.3989e-05
                    147,                0.36928,                0.52974,                0.95889,                0.93003,                0.87007,                0.95085,                 0.8826,                0.38751,                0.64204,                0.96404,             9.2341e-05,             9.2341e-05,             9.2341e-05
                    148,                0.39192,                0.55172,                0.96875,                0.91002,                0.87975,                0.94414,                0.88461,                0.37707,                 0.6197,                0.94889,             9.0693e-05,             9.0693e-05,             9.0693e-05
                    149,                0.38632,                0.55635,                0.98983,                0.93648,                0.86983,                0.94691,                0.88886,                 0.3797,                0.60687,                0.95278,             8.9044e-05,             8.9044e-05,             8.9044e-05
                    150,                0.35678,                0.52315,                0.94682,                0.94053,                0.86911,                 0.9454,                0.88474,                0.37564,                0.62079,                0.95207,             8.7396e-05,             8.7396e-05,             8.7396e-05
                    151,                0.35637,                0.52635,                0.95462,                0.90832,                0.88917,                0.94875,                0.89179,                0.37638,                 0.6391,                0.94858,             8.5748e-05,             8.5748e-05,             8.5748e-05
                    152,                0.38087,                0.52652,                0.96973,                0.94091,                0.85292,                0.94707,                0.89338,                0.37903,                0.62663,                0.94907,             8.4099e-05,             8.4099e-05,             8.4099e-05
                    153,                0.34343,                0.52061,                0.95516,                0.92123,                0.85165,                0.94611,                0.89057,                0.38147,                0.63325,                0.95324,             8.2451e-05,             8.2451e-05,             8.2451e-05
                    154,                0.33421,                0.48219,                0.93981,                0.92476,                0.85523,                0.94349,                0.87809,                 0.3816,                0.65826,                0.95325,             8.0802e-05,             8.0802e-05,             8.0802e-05
                    155,                0.36282,                0.50708,                0.96804,                0.88483,                0.89245,                 0.9437,                0.88005,                0.38118,                0.66045,                0.95162,             7.9154e-05,             7.9154e-05,             7.9154e-05
                    156,                 0.3533,                0.50278,                0.95001,                0.90986,                 0.8814,                0.94499,                0.88937,                0.37468,                0.62829,                 0.9478,             7.7506e-05,             7.7506e-05,             7.7506e-05
